File,location,tag
gte_tags_reddin.csv,380648,Reddin
gte_tags_reddin.csv,380895,Reddin
gte_tags_ofh.csv,380938,Other Female Human
gte_tags_hazel.csv,381275,Hazel
gte_tags_reddin.csv,381286,Reddin
gte_tags_edward.csv,381774,Edward
gte_tags_ofh.csv,382234,Other Female Human
gte_tags_ofh.csv,382251,Other Female Human
gte_tags_edward.csv,382386,Edward
gte_tags_edward.csv,382726,Edward
gte_tags_edward.csv,382765,Edward
gte_tags_fauna.csv,382893,Fauna
gte_tags_flora.csv,382955,Flora
gte_tags_flora.csv,382996,Flora
gte_tags_reddin.csv,383369,Reddin
gte_tags_edward.csv,383545,Edward
gte_tags_reddin.csv,383583,Reddin
gte_tags_flora.csv,383688,Flora
gte_tags_fauna.csv,383801,Fauna
gte_tags_fauna.csv,383835,Fauna
gte_tags_fauna.csv,383982,Fauna
gte_tags_flora.csv,384115,Flora
gte_tags_flora.csv,384224,Flora
gte_tags_flora.csv,384248,Flora
gte_tags_flora.csv,384367,Flora
gte_tags_fauna.csv,384391,Fauna
gte_tags_fauna.csv,384522,Fauna
gte_tags_fauna.csv,384666,Fauna
gte_tags_reddin.csv,384823,Reddin
gte_tags_reddin.csv,384939,Reddin
gte_tags_reddin.csv,385937,Reddin
gte_tags_hazel.csv,385949,Hazel
gte_tags_ofh.csv,385974,Other Female Human
gte_tags_ofh.csv,386015,Other Female Human
gte_tags_ofh.csv,386675,Other Female Human
gte_tags_hazel.csv,386818,Hazel
gte_tags_hazel.csv,387217,Hazel
gte_tags_edward.csv,387241,Edward
gte_tags_edward.csv,387449,Edward
gte_tags_ofh.csv,387688,Other Female Human
gte_tags_ofh.csv,387705,Other Female Human
gte_tags_edward.csv,387891,Edward
gte_tags_reddin.csv,387995,Reddin
gte_tags_flora.csv,388045,Flora
gte_tags_flora.csv,388170,Flora
gte_tags_hazel.csv,388584,Hazel
gte_tags_reddin.csv,388604,Reddin
gte_tags_ofh.csv,388658,Other Female Human
gte_tags_ofh.csv,388714,Other Female Human
gte_tags_fauna.csv,389698,Fauna
gte_tags_fauna.csv,389738,Fauna
gte_tags_fauna.csv,389756,Fauna
gte_tags_fauna.csv,389885,Fauna
gte_tags_flora.csv,390191,Flora
gte_tags_reddin.csv,390289,Reddin
gte_tags_hazel.csv,390316,Hazel
gte_tags_ofh.csv,390351,Other Female Human
gte_tags_ofh.csv,390437,Other Female Human
gte_tags_hazel.csv,390493,Hazel
gte_tags_flora.csv,390511,Flora
gte_tags_flora.csv,390546,Flora
gte_tags_fauna.csv,390635,Fauna
gte_tags_fauna.csv,390662,Fauna
gte_tags_flora.csv,391010,Flora
gte_tags_fauna.csv,391022,Fauna
gte_tags_hazel.csv,391042,Hazel
gte_tags_reddin.csv,391340,Reddin
gte_tags_ofh.csv,391375,Other Female Human
gte_tags_fauna.csv,391509,Fauna
gte_tags_fauna.csv,391637,Fauna
gte_tags_fauna.csv,391732,Fauna
gte_tags_hazel.csv,391818,Hazel
gte_tags_fauna.csv,391995,Fauna
gte_tags_fauna.csv,392004,Fauna
gte_tags_ofh.csv,392086,Other Female Human
gte_tags_reddin.csv,392277,Reddin
gte_tags_fauna.csv,392319,Fauna
gte_tags_reddin.csv,392359,Reddin
gte_tags_fauna.csv,392378,Fauna
gte_tags_fauna.csv,392570,Fauna
gte_tags_reddin.csv,392863,Reddin
gte_tags_fauna.csv,392872,Fauna
gte_tags_reddin.csv,392881,Reddin
gte_tags_fauna.csv,392980,Fauna
gte_tags_hazel.csv,392997,Hazel
gte_tags_reddin.csv,393130,Reddin
gte_tags_hazel.csv,393185,Hazel
gte_tags_reddin.csv,393222,Reddin
gte_tags_hazel.csv,393263,Hazel
